,itemID,title,author,publisher,main topic,subtopics
2262,67275,Das grandios glibberigglitschige Slime-Buch,Alyssa Jagan,Frech Verlag GmbH,YBL,"[5AH,5HRA,5HRB,5HRC,5HRD]"
2263,41679,Dämonisches Silvester,Tomke Jantzen,Books on Demand,FMX,"[5X,FRX]"
2264,75362,The Foundling Fox,Irina Korschunow,dtv Verlagsgesellschaft,YPCK2,"[5AK,2ACB,YBL,YFP,YPCK2]"
2265,9028,Malen nach Zahlen - Tiere,,Ravensburger Verlag,YBGC,"[5AC,YBL]"
2266,72888,"Letters from Father Christmas, Centenary Edition",J. R. R. Tolkien,MARINER BOOKS,FMB,[FN]
2267,38048,Freundebuch - Outer Space - Meine Kindergartenfreunde,,Coppenrath F,YBL,"[5JB,YBG,YZS]"
2268,24996,Girls only! Ein starkes Buch für starke Mädchen,Marlies Schiller,Edition Michael Fischer,YBL,"[5AJ,5JA,WBA,WDH,YNG,YNK]"
2269,13245,Zauberpapier Malbuch im Feenwald,Norbert Pautner,Frech Verlag GmbH,YBGC,"[5,5A,5AF,5HRB,5HRC,5HRD,5J,5JA,5JB,WF,YB,YBG,YBGC,YBL]"
2270,63645,Mein Wisch-und-weg-Buch: Auf der Baustelle,Kirsteen Robson,Usborne Verlag,YBG,[YBL]
2271,12000,Mein erstes Wisch-und-weg-Buch: Zahlen schreiben,Felicity Brooks,Usborne Verlag,YBG,[YBL]
2272,14031,Super-Erfinder,,Dorling Kindersley Verlag,YNTC,"[5AH,4CD,YBL,YNP,YNTC,YNTD,YNTG,YNTP]"
2273,38714,Mein Fahrzeuge-Malbuch,,Tessloff Verlag,YBGC,"[5AF,YBGC,YBL]"
2274,21051,Stempelkunst für kleine Finger,,Arena Verlag GmbH,YBGC,"[5AC,YBL]"
2275,22605,The City of Ember,Jeanne DuPrau,Random House USA Inc,XADC,[YF]
2276,58851,Der Schwalbenturm,Andrzej Sapkowski,dtv Verlagsgesellschaft,FMB,"[FM,FYT]"
2277,74024,Die Furcht des Weisen. Zweiter Tag Teil 1,Patrick Rothfuss,Klett-Cotta Verlag,FMB,"[FYT,YFH]"
2278,35116,Mein Immer-wieder-Stickerbuch: Tiere im Zoo,Holly Bathie,Usborne Verlag,YBG,[YBL]
2279,66457,Warrior Cats - Special Adventure. Feuersterns Mission,Erin Hunter,"Beltz GmbH, Julius",YFH,[5AL]
2280,53979,Feuer kann einen Drachen nicht töten,James Hibberd,Penhaligon,JB,"[FBA,FM,FYT,FZ,JB,NHB,WZG]"
2281,23738,MARVEL Studios Lexikon der Superhelden,"Adam Bray, Bray Adam",Dorling Kindersley Verlag,AKLC,"[5AJ,ATF,FMK,GB,XQK,YBL,YNF,YR]"
2282,27254,The Vampire Diaries. The Awakening,L. J. Smith,Harper Collins Publ. USA,YFH,[5AN]
2283,21610,Alhambra,Kirsten Boie,Oetinger Taschenbuch GmbH,YFC,"[5AN,1DSE-ES-ADA,YFC,YFT,3K-ES-B,3K-ES-C,3KLY]"
2284,76105,Die Schule der magischen Tiere: Meine Freunde (Freundebuch),Margit Auer,Carlsen Verlag GmbH,YBG,"[5AH,YBL,YZG]"
2285,36758,Obsidian 1: Obsidian. Schattendunkel,Jennifer L. Armentrout,Carlsen Verlag GmbH,YFHR,"[5AQ,1KBB,FL,FMR,FMX,YFB,YFG,YFM]"
2286,19748,Der kleine Maulwurf Malbuch 100 Seiten,Zdenek Miler,Trötsch Verlag GmbH,YBCH,"[5AC,YB,YBCH,YBL]"
2287,29561,Imago,Isabel Abedi,Arena Verlag GmbH,YFH,[5AL]
2288,52896,Ready Player Two,Ernest Cline,Random House UK Ltd,FYW,"[FJ,FL]"
2289,69207,LEGO Ninjago Das große Stickerbuch,"Shari Last, Lisa Lanzarini",Dorling Kindersley Verlag,YBCH,"[YBG,YBL,YNVD1,YNVD3,YNVM]"
2290,30816,Geweihte des Todes,Lara Adrian,LYX,FBA,"[5JA,1KBB,FB,FBA,FMR,FP,FR,FRD,3MRB]"
2291,56244,Midnight Breed 10. Erwählte der Ewigkeit,Lara Adrian,LYX,FBA,"[5JA,1KBB,FB,FBA,FMR,FR,FRD,FRT,3MRB]"
2292,70922,Dunkles Schicksal,Kresley Cole,LYX,FMR,"[5JA,1KB,F,FB,FM,FP,FR,FRT,3MRB]"
2293,9852,Vittorio,Christine Feehan,Heyne Taschenbuch,FRT,"[1KBB,FM,3MRB]"
2294,26606,Night Rebel 3 - Gelübde der Finsternis,Jeaniene Frost,Blanvalet Taschenbuchverl,FBA,"[1KBB-US-NAKC,FBA,FMR,FMT,FMX,FYT]"
2295,33943,Ein Vampir im Handgepäck,Lynsay Sands,LYX,FBA,"[5JA,1KBB,FB,FBA,FM,FMR,FR,FRT,3MRB]"
2296,42342,Vampir on the Rocks,Lynsay Sands,LYX,FMR,"[5JA,1KBB,FRT,FYT,3MRB]"
2297,32012,Emilys Reise,Liz Kessler,FISCHER KJB,YFH,"[5AL,5JA,YFM]"
2298,59519,Toradora! (Light Novel) Vol. 1,Yuyuko Takemiya,"Seven Seas Entertainment, LLC",XADC,[YFB]
2299,46795,Leviathan erwacht,James Corey,Heyne Taschenbuch,FLS,[FYT]
2300,28581,The Dragon Stoorworm,Theresa Breslin,FLORIS BOOKS,YFJ,[]
2301,19177,Feuerwehrmann Sam: Mein Wimmel-Suchbuch mit Feuerwehrmann Sam,,Panini Verlags GmbH,YBCH,"[5AC,YBCH,YBGH,YBLC,YBLP]"
2302,41159,Hexe Lilli. Puzzlebuch,,Edition XXL GmbH,YNVP,"[5AC,YBL]"
2303,74525,Les bêtises du petit Nicolas,"Jean-Jacques Sempé, René Goscinny",Gallimard,YF,[]
2304,58529,City of Glass,Cassandra Clare,Goldmann TB,FM,[1KBB-US-WPCA]
2305,65075,The Boy And The Scary Cave,Peace Love,Lulu.com,FM,[]
2306,23722,Die drei !!! 51: Krimi-Dinner (drei Ausrufezeichen),Henriette Wich,Carlsen Verlag GmbH,YFCF,"[5AL,WB,YFB]"
2307,26361,Wild und wunderbar (1). Zwei Freundinnen gegen den Rest der Welt,Ilona Einwohlt,Arena Verlag GmbH,YXHB,"[5AL,YFM]"
2308,29149,Wild und Wunderbar (2). Gegensätze halten zusammen (oder?),Ilona Einwohlt,Arena Verlag GmbH,YXHB,"[5AL,YFM]"
2309,78034,Feuerkuss,Patricia Briggs,Heyne Taschenbuch,FMX,"[1KB,3MRB]"
2310,8167,The Expanse Boxed Set 1-3,James S. A. Corey,Hachette Book Group USA,FL,[]
2311,37992,Skogland,Kirsten Boie,Oetinger Taschenbuch GmbH,YF,[5AM]
2312,71708,Origami Tiere,,Ullmann Medien GmbH,WFTM,[YBL]
2313,10259,"Touch of Ink, Band 2: Im Bann der Verbotenen",Stefanie Lasthaus,Ravensburger Verlag,YFM,"[5AQ,FMX,FR,FRD,YFHR,YFM]"
2314,16524,Seven Sins 5: Zerstörerischer Zorn,Lana Rotaru,Carlsen Verlag GmbH,FRT,"[5AQ,5JA,5LKE,6FG,FMR,FMX,FRT,YFHR]"
2315,76833,Vakuum,Phillip P. Peterson,FISCHER TOR,FLW,"[5JB,FJ,FLQ,FLS,FLW]"
2316,57811,Perry Rhodan 03. Der Unsterbliche,,MOEWIG,FL,[]
2317,47583,Das sind WIR. Meine Freundinnen und Freunde,Daniela Kunkel,Carlsen Verlag GmbH,YBG,"[5AC,5LC,YBL,YZG]"
2318,16056,Göttlich verdammt,Josephine Angelini,Oetinger Taschenbuch GmbH,YFH,[5AQ]
2319,76423,Mein buntes Kritzel-Malbuch (Elefant),Norbert Pautner,Loewe Verlag GmbH,YNNJ2,"[5ABK,YBGC,YBLD,YBLH]"
2320,20876,Mein erstes Zauberpapier Malbuch,Norbert Pautner,Frech Verlag GmbH,YBGC,"[5,5A,5AC,5HRA,5HRB,5HRC,5HRD,5J,5JA,5JB,WF,YB,YBG,YBGC,YBL]"
2321,59671,Ich schenk dir eine Geschichte 2021 - Biber undercover,Rüdiger Bertram,cbj,YFHD,"[5AL,XQG,YFHD,YFQ,YFS,YXHB]"
2322,62681,Lauf um dein Leben!,Wolfgang Korn,dtv Verlagsgesellschaft,YNPK,"[5AN,1DFG,1FPC,1HFGA,VSZ,WT,YF,YNB,YNHD,YNK,YNM,YNNC,YNPK,YXZG]"
2323,20720,Die Chroniken vom Anbeginn 03 - Das Buch Onyx,John Stephens,Goldmann TB,YFC,"[5AL,FM,YFC,YFH,YFN]"
2324,64960,The Two Towers,John R. R. Tolkien,HarperCollins Publishers,FM,[]
2325,6202,"verliebt, versohlt, versklavt - wenn Strenge not (gut) tut   Erotischer SM-Roman",Corinne du Pré,Blue Panther Books,FRD,"[FM,FP,FRD,FRX]"
2326,41287,"Die Gabel, die Hexe und der Wurm. Geschichten aus Alagaësia. Band 1: Eragon",Christopher Paolini,cbt,FMB,"[5AQ,5AX,FMB,YFH]"
2327,3734,Wenn du dich traust,Kira Gembri,Arena Verlag GmbH,YFB,"[5AN,5JA,YFB,YFM,YFQ,YXW]"
2328,26406,Midnight Sun,Trish Cook,cbt,YFM,"[5AN,5AX,5JA,1KBB-US-WPNW,1KBB-US-WPNWS]"
2329,11016,"Dieser wilde Ozean, den wir Leben nennen",Elisabeth Steinkellner,"Beltz GmbH, Julius",YXHB,"[5AQ,5AX,5LF,YFB,YFM,YXD,YXE,YXHB,YXHL,YXW]"
2330,28966,Bibi und Tina: Mein buntes Malbuch,,Nelson Verlag,YBCH,"[5AC,5LB,4CA,YBCH,YBG,YBGC,YBLD,YBLH,YNA]"
2331,28846,Fever Crumb,Philip Reeve,Scholastic Ltd.,YFB,"[YFC,YFH]"
2332,38540,Tagebuch - T-REX World - Top Secret,,Coppenrath F,YNNA,"[5AG,5HKB,5JB,YBL,YNNA,YZS]"
2333,541,"Gib Speiche, Alter!",Günter von Lonski,Maxime-Verlag,YBL,"[5AL,J,S,W,WGD]"
2334,75272,Singularity,Joshua Tree,FISCHER TOR,FLP,"[5JB,FDB,FHK,FJ,FL,FLP,UYQ,UYV,YFC,YFE,YFG]"
2335,36315,Conni-Erzählbände 1: Conni auf dem Reiterhof,Julia Boehme,Carlsen Verlag GmbH,YFB,"[5AG,YF,YFB,YFP]"
2336,34202,Nur mal schnell das Faultier wecken,Knut Krüger,dtv Verlagsgesellschaft,YXHB,"[5AJ,YFB,YFC,YFP,YFQ,YXHB]"
2337,43491,Helden des Olymp 01: Der verschwundene Halbgott,Rick Riordan,Carlsen Verlag GmbH,QRSG,"[5AN,QRSG,QRSL,YFC,YFH,YFJ]"
2338,72772,Die Erben der Nacht - Draculas Erwachen,"Maike Stein, Ulrike Schweikert",cbt,YFZV,"[5AN,1DFG-DE-VH,1DNN,1DST,1DXR,YFC,YFH,YFM,YFZV]"
2339,48445,Grace and Fury,Tracy Banghart,Hachette Children's  Book,YFHR,"[5AN,4CL,YFM]"
2340,66695,Das Alte Ägypten,Federica Magrin,White Star Verlag,YBG,"[5AF,4CD,YBL,YNH]"
2341,46369,Tote Mädchen lügen nicht,Jay Asher,cbt,YXGS,"[5AP,4CL,FBA,FXB,FYT,YFB,YFCB,YP,YXGS,YXHB,YXQ]"
2342,66958,Der Weg der Könige,Brandon Sanderson,Heyne Taschenbuch,FMB,[FYT]
2343,67239,Star Wars: Light of the Jedi (The High Republic),Charles Soule,Random House LCC US,FLS,"[FB,FJ]"
2344,64277,Disney Die Eiskönigin 2: Magischer Malspaß,,Nelson Verlag,YBGC,"[5AC,5LB,5LC,4CA,JNLA,YBLD,YBLH,YNA,YNV]"
2345,23624,Freundebuch - Rulantica - Meine Freunde,,Coppenrath F,YBCH,"[5JB,YBCH,YBG,YBL,YFHD,YZS]"
2346,30837,Der Bruder des Wolfs,Robin Hobb,Penhaligon,FMB,[]
2347,67653,Die Saat des weißen Drachen,Uwe Eckardt,Bookmundo Direct,FM,[]
2348,63632,Füller-Knüller-Abenteuer,,Pro Business,YFC,"[5AL,YBL,YFS]"
2349,42460,Kinder basteln tolle Sachen,frechverlag,Frech Verlag GmbH,WFTM,"[5AD,5JA,5JB,WFTM,YBG,YBL]"
2350,23630,Morgen lieb ich dich für immer,Jennifer L. Armentrout,cbt,YFM,"[5AQ,1KBB,YFB,YFM,YXD,YXE,3MRBF]"
2351,25989,Sharing Seeds of Kindness - Greek,Kathy Matesic,LIGHTNING SOURCE INC,YXHB,"[YF,YXPB,YXQ]"
2352,52582,Unser Körper,Katie Stokes,Yes Publishing,YBGC,"[5AC,YBL,YNTA]"
2353,28667,Paper Towns,John Green,Penguin LCC US,YXHB,"[5AN,5AQ,YFB,YFM,YXS]"
2354,51908,Paper Towns,John Green,Bloomsbury UK,YFB,[5AN]
2355,42374,Vicky Bo's tolles Mitmachbuch und Malbuch für Mädchen. Ab 6 bis 10 Jahre,Vicky Bo,Vicky Bo,WFTM,"[5AF,5AG,5AH,5AJ,5AK,5HKA,5HKB,5HPD,5HPF,5HRA,5HRB,5HRC,5HRD,5JA,WZG,YBG,YBL,YZG,YZS]"
2356,71272,Young Sherlock Holmes 06. Der Tod ruft seine Geister - Der junge Sherlock Holmes ermittelt in Irland,Andrew Lane,FISCHER Taschenbuch,YFCF,"[5AN,5AQ,1DDR,1DDU-GB-ESL,YFT]"
2357,13246,Die Geschichten von Yggdrasil,Luci van Org,Edition Roter Drache,FN,"[5AL,FM,FW]"
2358,35613,Wie die Sonne in der Nacht,Antje Babendererde,Arena Verlag GmbH,YFCB,"[5AQ,YFCB,YFM,YXHB]"
2359,69929,Mein Haufen Freunde - Kindergartenalbum,Kerstin Schoene,Thienemann,YBC,"[5AC,5AD,YBL,YZG]"
2360,64501,Damnation,James Harrington,James Harrington,FM,[]
2361,37984,Mein großes Räuber Hotzenplotz-Rätselbuch,Otfried Preußler,Thienemann,YBG,"[5AF,5AG,YBL,YF]"
2362,76500,Aus den Filmen zu Harry Potter: Der Honigtopf - Das Buch der magischen Düfte,"Daphne Pendergrass, Jenna Ballard",Panini Verlags GmbH,ATF,"[5AK,FZ,YBL,YFH]"
2363,43911,"Die drei ??? Kids: 4 Bände im Schuber (SOS über den Wolken, Spuk in Rocky Beach, Die Gruselfalle, Mi","Ulf Blanck, Boris Pfeiffer",Carlsen Verlag GmbH,YFCF,"[5AJ,5LD,YFB]"
2364,42092,Virals,Kathy Reichs,Cornerstone,YFB,[]
2365,651,False Value,Ben Aaronovitch,Orion Publishing Group,FFP,"[FBA,FMX]"
2366,36309,Das Druidentor,Wolfgang Hohlbein,Piper Verlag GmbH,FM,[FD]
2367,52898,Die Chronik der Unsterblichen 16. Dunkle Tage,Wolfgang Hohlbein,LYX,FMH,"[5JA,5JB,1DFG,FMH,3KLN]"
2368,60117,The Subtle Knife,Philip Pullman,Scholastic Ltd.,YFC,"[5AM,5AN,YFH]"
2369,42500,The Mortal Instruments 04. City of Fallen Angels,Cassandra Clare,Walker Books Ltd.,YFH,"[5AN,FM,FR]"
2370,9690,GRRM - Eine Retrospektive Band 2,George R. R. Martin,Fanpro,DNB,"[FK,FL,FM]"
2371,62844,Die Namenlose Königin,Rebecca McLaughlin,Lübbe,FMB,"[5AT,FMX,FYT]"
2372,6417,Die Tochter des Magiers - Die komplette Trilogie,Torsten Fink,Blanvalet Taschenbuchverl,FMB,[1HBE-AA-M]
2373,22918,Der Bagger,Andrea Erne,Ravensburger Verlag,YBLT,"[5ABK,YNTG,YNTP,YNTR]"
2374,68024,Nacht über Frost Hollow Hall,Emma Carroll,dtv Verlagsgesellschaft,YXHB,"[5AL,5HRD,1DDU-GB-E,YFD,YFT,YXE,YXG,YXHB,YXHL,3MNQX]"
2375,62411,Royal: Ein Königreich aus Glas,Valentina Fast,Carlsen Verlag GmbH,YFHR,"[5AQ,YFB,YFE,YFM]"
2376,370,Die Auslese - Die komplette Trilogie,Joelle Charbonneau,Blanvalet Taschenbuchverl,FBA,"[FBA,FDB,FLQ,FM,FYT]"
2377,10438,Star Wars: Handbuch der Imperialen Streitkräfte,Daniel Wallace,Panini Verlags GmbH,WDHW,"[5AN,FLS,FM,FYT,FZ]"
2378,75127,City of Ashes,Cassandra Clare,Goldmann TB,FM,[1KBB-US-WPCA]
2379,57020,Erebos,Ursula Poznanski,Murdoch Books,YFCB,"[5AN,5AQ,1DFA]"
2380,35353,Obsidian,Jennifer L. Armentrout,Macmillan USA,YFG,"[YFC,YFH,YFM]"
2381,6095,Mein verzauberter Garten,Johanna Basford,Knesebeck Von Dem GmbH,YNPG,"[5AJ,WFX,WZG,YBL]"
2382,74311,Star Wars: Light of the Jedi (The High Republic),Charles Soule,Random House LCC US,FLS,"[FB,FJ,FYV]"
2383,52248,Telling the Time,Roger Priddy,Priddy Books,YBLJ,[]
2384,69862,The Lady of the Sorrows - Special Edition,Cecilia Dart-Thornton,Quillpen Pty Ltd t/a Leaves of Gold Press,FM,[]
2385,78796,Und wieder schreit der Frieder Oma,Gudrun Mebs,FISCHER KJB,YXZ,"[5AF,5AG,YF,YXZ]"
2386,37794,Midnight Chronicles - Todeshauch,"Bianca Iosivoni, Laura Kneidl",LYX,FMR,"[5JA,1D,3MRB]"
2387,34109,Leo Lausemaus - Meine Kindergartenfreunde,,"Lingen, Helmut Verlag",YBL,"[5AC,YZ]"
2388,40275,Altered Carbon - Das Unsterblichkeitsprogramm,Richard Morgan,Heyne Taschenbuch,FLC,[]
2389,38476,Traktoren und andere Fahrzeuge,,Neuer Favorit Verlag,YB,[]
2390,43853,Bauernhoftiere,,Neuer Favorit Verlag,YB,[]
2391,62842,Mein großes Schablonen-Buch - Meerjungfrauen,Elizabeth Golding,Edition Michael Fischer,YBGC,"[YB,YBG,YBGC,YBL]"
2392,32318,Lustige Tiere,,Neuer Favorit Verlag,YB,[]
2393,22953,Tales of Terror from the Tunnel's Mouth,Chris Priestley,Bloomsbury Publishing PLC,YFD,[]
2394,38536,Basar der bösen Träume,Stephen King,Heyne,,"[FH,FK,FKM]"
2395,67733,Royal: Eine Hochzeit aus Samt,Valentina Fast,Carlsen Verlag GmbH,YFHR,"[5AQ,FM,FMR,FN,FR,FXB,YFB,YFE,YFHR,YFM]"
2396,9671,Das Schwarze Auge Regelwerk 5. Edition,"Alex Spohr, Jens Ullrich, Tobias Rafael Junge",Ulisses Spiel & Medien,WDHW,[WDHW]
2397,20577,Midgard Worldbook,"Wolfgang Baur, Richard Green",Open Design LLC,WDHW,[]
2398,41393,Feral Moon 2: Der schwarze Prinz,Asuka Lionera,Carlsen Verlag GmbH,YFHR,"[5AT,5AX,5JA,5LKE,6FG,FBA,FMB,FMM,FMR,FMX,FN,FRD,FRM,FRT,FXB,YFHR,YFJ]"
2399,22153,Through the Zombie Glass,Gena Showalter,HARLEQUIN SALES CORP,YFD,[]
2400,55531,Weihnachtsküsse und Schneegestöber,Emily Lewis,Oetinger Taschenbuch GmbH,YFM,"[5AQ,5HPD,1DDU-GB-E,6RA,FS,YFM]"
2401,38440,Oskar und das Geheimnis der verschwundenen Kinder,Claudia Frieser,dtv Verlagsgesellschaft,YFCF,"[5AL,1DFG-DE-TBD,YFCF,YFT,3KLY]"
2402,52038,Herr Pfefferminzky,C. T. Mehrhof,Papierfresserchens MTM-VE,YFB,"[5AK,YFB,YFH,YFJ]"
2403,49358,Die Kurzhosengang,"Victor Caspak, Yves Lanois, Zoran Drvenkar",Carlsen Verlag GmbH,YFC,"[5AL,1KBC,1KBC-CA-OSM,YFQ]"
2404,24467,Das Peanuts(TM) Buch,Simon Beecroft,Dorling Kindersley Verlag,YNUC,"[5AL,AKLC,WZG,XY,YBL,YNF,YNUC,YR,YZG]"
2405,27035,Mission Ostern - Finde den Eierdieb!,,Edition Michael Fischer,WDK,"[5AG,5HPF,WDK,YBG,YBL]"
2406,31720,Das Buch der seltsamen Wünsche,Angie Westhoff,Oetinger Taschenbuch GmbH,YXHB,"[5AL,YFC,YFM]"
2407,39692,Escape-Stickerbuch - Nachts im Museum,Philip Kiefer,Ars Edition GmbH,YBG,"[5AJ,YBG,YBL,YFCF,YNVP]"
2408,25115,Freundebuch - Pferdefreunde - Stute mit Fohlen,,Coppenrath F,YNNH4,"[5JA,YBCH,YBG,YBL,YNNH4,YZS]"
2409,14893,The Perfectionists,Sara Shepard,Hot Key Books,YFCF,"[5AN,5AQ,YFCB,YFM]"
2410,32267,Das Vermächtnis der Wölfe Teil 3 - Zwang,Farina de Waard,Fanowa,FM,[]
2411,3101,Things to do Before the End of the World,Emily Barr,Penguin Books Ltd (UK),YFCB,"[5AN,YFCF,YFM,YFN]"
2412,44558,The Light Brigade,Kameron Hurley,SAGA PR,FLS,"[FLG,FLR]"
2413,34386,Dark Blue Rising,Teri Terry,Hachette Children's  Book,YNNB1,"[5AN,YFCB,YXD,YXF,YXH]"
2414,29990,Star Wars(TM) - Episode IV - Eine neue Hoffnung,George Lucas,Blanvalet Taschenbuchverl,FLS,"[FM,FYT]"
2415,33444,Edgeland,"Jake Halpern, Peter Kujawinski",Hot Key Books,YFCB,"[5AN,YFD,YFH]"
2416,21033,Die Kane-Chroniken 01: Die rote Pyramide,Rick Riordan,Carlsen Verlag GmbH,QRSA,"[5AN,1HBE,QRSA,YFC,YFH,YFJ]"
2417,39204,Die Kane-Chroniken 02: Der Feuerthron,Rick Riordan,Carlsen Verlag GmbH,QRSA,"[5AN,1HBE,QRSA,YFC,YFH,YFJ]"
2418,76704,Der kleine Hobbit,John Ronald Reuel Tolkien,dtv Verlagsgesellschaft,FBC,"[5AL,5AN,FBC,FM,FMB,FYT,YFH]"
2419,44027,Der kleine Hobbit Veredelte Mini-Ausgabe,John Ronald Reuel Tolkien,dtv Verlagsgesellschaft,FBC,"[5AL,5AN,FBC,FM,FMB,FYT,YFH]"
2420,31150,Die Ordensburg,Bernhard Hennen,Heyne Taschenbuch,FMB,[]
2421,39748,Divergent Series Boxed Set (Books 1-4),Veronica Roth,Harper Collins Publ. UK,YFB,[5AQ]
2422,13542,Die Insel der 1000 Gefahren,Edward Packard,Ravensburger Verlag,YFCA,"[5AL,5AR,XQG]"
2423,43889,Fahrenheit 451,Ray Bradbury,Harper Collins Publ. UK,FLC,[]
2424,47135,Schwarzmondlicht,Melanie Vogltanz,Books on Demand,FMX,[3M]
2425,23408,Once Upon a Dream: A Twisted Tale,Liz Braswell,Hachette Book Group USA,YF,[Y]
2426,22188,Mount Caravan,Anna Ruhe,Arena Verlag GmbH,YFH,[5AL]
2427,69886,ELFENKÖNIG,Holly Black,cbt,YFH,"[5AQ,1KBB,FM,FN,3MRBF]"
2428,45660,Fantastic Beasts and Where to Find Them,J.K. Rowling,Bloomsbury Publishing PLC,YFB,[YFH]
2429,60714,Im Bann der Jägerin,Christine Feehan,Heyne Taschenbuch,FMR,"[1KBB,FMX,FRX,3MRBF]"
2430,65467,Obsidian 02: Onyx. Schattenschimmer (mit Bonusgeschichten),Jennifer L. Armentrout,Carlsen Verlag GmbH,YFHR,"[5AQ,1KBB,FMR,FMX,YFB,YFM]"
2431,2124,Chasing Darkness. Das Herz eines Dämons,B. E. Pfeiffer,Carlsen Verlag GmbH,YFHR,"[5AT,5AX,5JA,FBA,FM,FMM,FMR,FMW,FMX,YFE,YFH,YFHR,YFM]"
2432,67038,Disney Raya und der letzte Drache Das offizielle Buch zum Film,Julia March,Dorling Kindersley Verlag,ATF,"[5AF,ATF,GB,WZG,YBL,YNF,YR,YRG,YZG]"
2433,19721,Das Schicksal der Rose,Cassandra Seven,Books on Demand,FMR,[FRM]
2434,48813,Die geheimnisvolle Insel,Jules Verne,Hofenberg,FKW,[]
2435,52938,Die Unsichtbaren,Thea Harrison,Teddy Harrison LLC,FRT,[]
2436,63843,Maximum Ride 09: Forever,James Patterson,Random House Children's,YFB,"[5AN,FJ,FL,FM,YFC,YFG,YFH]"
2437,33516,Twilight,Stephenie Meyer,PERFECTION LEARNING CORP,YFHR,[]
2438,56860,Die Tänzerin am Abgrund,Brandon Sanderson,Heyne Taschenbuch,FMB,[]
2439,72530,My Bullet Journal zum Ausfüllen und Gestalten,,Edition Michael Fischer,YZSN,"[WJ,WZG,YBG,YBL,YX]"
2440,51198,Mystic Highlands 5: Feenhügel,Raywen White,Carlsen Verlag GmbH,FMB,"[5AT,5JA,6FG,FMB,FMR,FN,FRT]"
2441,21325,Gesammelte Werke 6,Boris Strugatzki,Heyne Verlag,FYT,"[1DTA,FL,FYT]"
2442,14399,"Ich, Caesar, und die Bande vom Kapitol, Live aus dem alten Rom",Frank Schwieger,dtv Verlagsgesellschaft,NHDA,"[5AL,1QBAR,NHC,NHDA,YF,YNH,3CT,3KBF]"
2443,22584,Der Kleine Prinz: Mein Malbuch,Antoine de Saint-Exupéry,Edition XXL GmbH,YBL,[5AF]
2444,63500,b.b. free,Gabby Rivera,Boom Studios,XADC,[YF]
2445,78822,Ostern kreativ! - für Kids,"Daniela Fugger, Verena Wöhlk Appel, Natalie Kramer",Edition Michael Fischer,YBL,"[5HPF,WD,YB]"
2446,27385,Dinosaurier-Origami,,Neuer Favorit Verlag,WFTM,[YNV]
2447,37343,Kein Keks für Kobolde,Cornelia Funke,FISCHER Taschenbuch,YFH,[5AJ]
2448,3575,Entfesseltes Herz,J. R. Ward,Heyne Taschenbuch,FM,[]
2449,14619,Witz und Weisheiten des Tyrion Lennister,George R. R. Martin,Penhaligon,FMB,"[QD,XQM]"
2450,72241,WAS IST WAS Quiz Rekorde der Erde,Carolin Langbein,Tessloff Verlag,WDKX,"[5AJ,WDK,WDKX,WHJ,YBL,YNN,YNT]"
2451,57512,WAS IST WAS Quiz Deutschland,,Tessloff Verlag,WDKX,"[5AJ,1DFG,2ACG,RG,WDKX,YBL,YNN,YNVP,YZG]"
2452,57906,WAS IST WAS Quiz Rekorde der Tierwelt. Über 100 Fragen und Antworten! Mit Spielanleitung und Punktew,Inga Klingner,Tessloff Verlag,WDKX,"[5AJ,WHJ,YBL,YNG,YNN]"
2453,64413,Bibi & Tina - Rätseln - Stickern - Basteln,,Schwager und Steinlein,YNNH4,"[5AF,YBCH,YBG,YBGC,YBL,YNNH4,YNVP,YZG]"
2454,32712,WAS IST WAS Quiz Europa,,Tessloff Verlag,WDKX,"[5AJ,1D,2ACG,RG,WDKX,YBL,YNN,YNVP,YZG]"
2455,53277,WAS IST WAS Natur und Tiere Quiz,,Tessloff Verlag,YBLL,"[5AJ,YNV]"
2456,9808,Das Silmarillion,John Ronald Reuel Tolkien,Klett-Cotta Verlag,FMB,"[FYT,YFH]"
2457,8973,Dinosaurier,"Joachim Mallok, Johann Brandstetter",Carlsen Verlag GmbH,YNNA,"[5AC,4CA,YBCS,YBLL,YNNV,3B]"
2458,45686,The Silmarillion,John Ronald Reuel Tolkien,Harper Collins Publ. UK,FM,[]
2459,9265,Das Mach-Malbuch. LEGO® NINJAGO®,,Dorling Kindersley Verlag,YNPH1,"[5AH,YBCH,YBG,YBL,YNPH1,YNVD1,YNVD3,YNVM]"
2460,22328,Young Sherlock Holmes 02. Das Leben ist tödlich,Andrew Lane,FISCHER Taschenbuch,YFCF,"[5AN,1DDU-GB-ESL,1KBB-US-NAK,1QSA,YFT]"
2461,11722,Carlotta 03: Film ab im Internat!,Dagmar Hoßfeld,Carlsen Verlag GmbH,YFB,"[5AL,YFS]"
2462,31623,PAW Patrol Adventskalender Kratzbuch,,Schwager und Steinlein,YBCS1,"[5AC,5HPD,5HPDA,1KBB,WFTM,Y,YBCS1,YBG,YBGC,YBL,YZG]"
2463,39029,Kreative Kratzkunst: Dinosaurier,Anton Poitier,Carlsen Verlag GmbH,YBGC,"[5AF,5LC,YBG,YBL,YNA]"
2464,17176,Kreative Kratzkunst: Tiere,Anton Poitier,Carlsen,YBGC,"[5AF,5LB,YBLD,YBLH,YBLL]"
